NumNodes,GroupSize,AvgDeg,InfRate,NumInfected
1000000, 50, 10, 0, 1
1000000, 50, 10, 0, 1
1000000, 50, 10, 0, 1
1000000, 50, 10, 0, 1
1000000, 50, 10, 0, 1
1000000, 50, 10, 0, 1
1000000, 50, 10, 0, 1
1000000, 50, 10, 0, 1
1000000, 50, 10, 0, 1
1000000, 50, 10, 0, 1
1000000, 50, 10, 100, 7
1000000, 50, 10, 100, 6
1000000, 50, 10, 100, 7
1000000, 50, 10, 100, 7
1000000, 50, 10, 100, 8
1000000, 50, 10, 100, 7
1000000, 50, 10, 100, 7
1000000, 50, 10, 100, 6
1000000, 50, 10, 100, 6
1000000, 50, 10, 100, 7
1000000, 50, 10, 200, 11
1000000, 50, 10, 200, 18
1000000, 50, 10, 200, 11
1000000, 50, 10, 200, 10
1000000, 50, 10, 200, 11
1000000, 50, 10, 200, 11
1000000, 50, 10, 200, 11
1000000, 50, 10, 200, 13
1000000, 50, 10, 200, 11
1000000, 50, 10, 200, 9
1000000, 50, 10, 300, 14
1000000, 50, 10, 300, 13
1000000, 50, 10, 300, 14
1000000, 50, 10, 300, 14
1000000, 50, 10, 300, 15
1000000, 50, 10, 300, 16
1000000, 50, 10, 300, 14
1000000, 50, 10, 300, 15
1000000, 50, 10, 300, 15
1000000, 50, 10, 300, 15
1000000, 50, 10, 400, 19
1000000, 50, 10, 400, 17
1000000, 50, 10, 400, 20
1000000, 50, 10, 400, 23
1000000, 50, 10, 400, 22
1000000, 50, 10, 400, 18
1000000, 50, 10, 400, 18
1000000, 50, 10, 400, 22
1000000, 50, 10, 400, 21
1000000, 50, 10, 400, 22
1000000, 50, 10, 500, 25
1000000, 50, 10, 500, 28
1000000, 50, 10, 500, 22
1000000, 50, 10, 500, 29
1000000, 50, 10, 500, 39
1000000, 50, 10, 500, 32
1000000, 50, 10, 500, 28
1000000, 50, 10, 500, 27
1000000, 50, 10, 500, 29
1000000, 50, 10, 500, 24
1000000, 50, 10, 600, 40
1000000, 50, 10, 600, 40
1000000, 50, 10, 600, 35
1000000, 50, 10, 600, 41
1000000, 50, 10, 600, 33
1000000, 50, 10, 600, 35
1000000, 50, 10, 600, 36
1000000, 50, 10, 600, 37
1000000, 50, 10, 600, 50
1000000, 50, 10, 600, 39
1000000, 50, 10, 700, 61
1000000, 50, 10, 700, 54
1000000, 50, 10, 700, 77
1000000, 50, 10, 700, 59
1000000, 50, 10, 700, 50
1000000, 50, 10, 700, 57
1000000, 50, 10, 700, 50
1000000, 50, 10, 700, 58
1000000, 50, 10, 700, 55
1000000, 50, 10, 700, 54
1000000, 50, 10, 800, 105
1000000, 50, 10, 800, 74
1000000, 50, 10, 800, 87
1000000, 50, 10, 800, 86
1000000, 50, 10, 800, 80
1000000, 50, 10, 800, 138
1000000, 50, 10, 800, 102
1000000, 50, 10, 800, 101
1000000, 50, 10, 800, 105
1000000, 50, 10, 800, 77
1000000, 50, 10, 900, 122
1000000, 50, 10, 900, 160
1000000, 50, 10, 900, 130
1000000, 50, 10, 900, 151
1000000, 50, 10, 900, 170
1000000, 50, 10, 900, 129
1000000, 50, 10, 900, 121
1000000, 50, 10, 900, 118
1000000, 50, 10, 900, 127
1000000, 50, 10, 900, 170
1000000, 50, 10, 1000, 365
1000000, 50, 10, 1000, 426
1000000, 50, 10, 1000, 398
1000000, 50, 10, 1000, 240
1000000, 50, 10, 1000, 431
1000000, 50, 10, 1000, 297
1000000, 50, 10, 1000, 261
1000000, 50, 10, 1000, 310
1000000, 50, 10, 1000, 253
1000000, 50, 10, 1000, 282
1000000, 50, 10, 1100, 793
1000000, 50, 10, 1100, 831
1000000, 50, 10, 1100, 918
1000000, 50, 10, 1100, 2625
1000000, 50, 10, 1100, 628
1000000, 50, 10, 1100, 1066
1000000, 50, 10, 1100, 541
1000000, 50, 10, 1100, 808
1000000, 50, 10, 1100, 674
1000000, 50, 10, 1100, 1056
1000000, 50, 10, 1200, 4472
1000000, 50, 10, 1200, 19912
1000000, 50, 10, 1200, 5853
1000000, 50, 10, 1200, 11105
1000000, 50, 10, 1200, 9065
1000000, 50, 10, 1200, 37733
1000000, 50, 10, 1200, 8144
1000000, 50, 10, 1200, 31650
1000000, 50, 10, 1200, 24020
1000000, 50, 10, 1200, 30835
1000000, 50, 10, 1300, 186848
1000000, 50, 10, 1300, 196664
1000000, 50, 10, 1300, 194431
1000000, 50, 10, 1300, 194333
1000000, 50, 10, 1300, 191667
1000000, 50, 10, 1300, 186321
1000000, 50, 10, 1300, 192658
1000000, 50, 10, 1300, 187948
1000000, 50, 10, 1300, 197045
1000000, 50, 10, 1300, 186190
1000000, 50, 10, 1400, 337773
1000000, 50, 10, 1400, 334974
1000000, 50, 10, 1400, 335765
1000000, 50, 10, 1400, 338230
1000000, 50, 10, 1400, 338363
1000000, 50, 10, 1400, 338170
1000000, 50, 10, 1400, 327990
1000000, 50, 10, 1400, 335972
1000000, 50, 10, 1400, 331855
1000000, 50, 10, 1400, 332974
1000000, 50, 10, 1500, 446356
1000000, 50, 10, 1500, 444300
1000000, 50, 10, 1500, 446855
1000000, 50, 10, 1500, 445485
1000000, 50, 10, 1500, 445379
1000000, 50, 10, 1500, 448820
1000000, 50, 10, 1500, 445942
1000000, 50, 10, 1500, 446652
1000000, 50, 10, 1500, 445535
1000000, 50, 10, 1500, 446875
1000000, 50, 10, 1600, 536483
1000000, 50, 10, 1600, 538405
1000000, 50, 10, 1600, 539572
1000000, 50, 10, 1600, 535823
1000000, 50, 10, 1600, 535855
1000000, 50, 10, 1600, 535536
1000000, 50, 10, 1600, 533741
1000000, 50, 10, 1600, 537074
1000000, 50, 10, 1600, 539995
1000000, 50, 10, 1600, 537141
1000000, 50, 10, 1700, 611225
1000000, 50, 10, 1700, 612462
1000000, 50, 10, 1700, 612406
1000000, 50, 10, 1700, 611376
1000000, 50, 10, 1700, 611792
1000000, 50, 10, 1700, 612773
1000000, 50, 10, 1700, 611659
1000000, 50, 10, 1700, 614980
1000000, 50, 10, 1700, 613224
1000000, 50, 10, 1700, 613338
1000000, 50, 10, 1800, 676069
1000000, 50, 10, 1800, 675294
1000000, 50, 10, 1800, 676276
1000000, 50, 10, 1800, 674317
1000000, 50, 10, 1800, 674569
1000000, 50, 10, 1800, 672858
1000000, 50, 10, 1800, 676333
1000000, 50, 10, 1800, 675464
1000000, 50, 10, 1800, 676772
1000000, 50, 10, 1800, 676654
1000000, 50, 10, 1900, 727441
1000000, 50, 10, 1900, 727478
1000000, 50, 10, 1900, 725339
1000000, 50, 10, 1900, 725727
1000000, 50, 10, 1900, 725873
1000000, 50, 10, 1900, 726830
1000000, 50, 10, 1900, 726240
1000000, 50, 10, 1900, 727125
1000000, 50, 10, 1900, 726605
1000000, 50, 10, 1900, 725543
1000000, 50, 10, 2000, 767802
1000000, 50, 10, 2000, 767584
1000000, 50, 10, 2000, 768090
1000000, 50, 10, 2000, 768478
1000000, 50, 10, 2000, 769492
1000000, 50, 10, 2000, 768890
1000000, 50, 10, 2000, 768032
1000000, 50, 10, 2000, 768444
1000000, 50, 10, 2000, 768253
1000000, 50, 10, 2000, 768573
1000000, 50, 10, 2100, 803119
1000000, 50, 10, 2100, 802760
1000000, 50, 10, 2100, 803395
1000000, 50, 10, 2100, 802467
1000000, 50, 10, 2100, 804145
1000000, 50, 10, 2100, 802319
1000000, 50, 10, 2100, 803475
1000000, 50, 10, 2100, 803418
1000000, 50, 10, 2100, 804108
1000000, 50, 10, 2100, 803789
1000000, 50, 10, 2200, 832844
1000000, 50, 10, 2200, 831139
1000000, 50, 10, 2200, 830374
1000000, 50, 10, 2200, 832765
1000000, 50, 10, 2200, 832371
1000000, 50, 10, 2200, 831811
1000000, 50, 10, 2200, 833451
1000000, 50, 10, 2200, 832154
1000000, 50, 10, 2200, 832385
1000000, 50, 10, 2200, 831470
1000000, 50, 10, 2300, 854377
1000000, 50, 10, 2300, 856463
1000000, 50, 10, 2300, 856018
1000000, 50, 10, 2300, 856463
1000000, 50, 10, 2300, 855393
1000000, 50, 10, 2300, 855283
1000000, 50, 10, 2300, 854723
1000000, 50, 10, 2300, 855898
1000000, 50, 10, 2300, 856864
1000000, 50, 10, 2300, 854840
1000000, 50, 10, 2400, 876019
1000000, 50, 10, 2400, 876662
1000000, 50, 10, 2400, 874911
1000000, 50, 10, 2400, 875802
1000000, 50, 10, 2400, 875103
1000000, 50, 10, 2400, 875733
1000000, 50, 10, 2400, 874154
1000000, 50, 10, 2400, 874475
1000000, 50, 10, 2400, 875671
1000000, 50, 10, 2400, 875764
1000000, 50, 10, 2500, 892124
1000000, 50, 10, 2500, 892935
1000000, 50, 10, 2500, 891074
1000000, 50, 10, 2500, 891212
1000000, 50, 10, 2500, 891402
1000000, 50, 10, 2500, 891806
1000000, 50, 10, 2500, 890938
1000000, 50, 10, 2500, 892062
1000000, 50, 10, 2500, 891561
1000000, 50, 10, 2500, 891991
1000000, 50, 10, 2600, 906445
1000000, 50, 10, 2600, 906407
1000000, 50, 10, 2600, 905586
1000000, 50, 10, 2600, 906508
1000000, 50, 10, 2600, 905849
1000000, 50, 10, 2600, 906407
1000000, 50, 10, 2600, 905958
1000000, 50, 10, 2600, 905846
1000000, 50, 10, 2600, 905852
1000000, 50, 10, 2600, 905163
1000000, 50, 10, 2700, 917591
1000000, 50, 10, 2700, 917869
1000000, 50, 10, 2700, 918033
1000000, 50, 10, 2700, 917777
1000000, 50, 10, 2700, 917941
1000000, 50, 10, 2700, 917284
1000000, 50, 10, 2700, 917949
1000000, 50, 10, 2700, 918219
1000000, 50, 10, 2700, 917360
1000000, 50, 10, 2700, 917342
1000000, 50, 10, 2800, 928248
1000000, 50, 10, 2800, 927703
1000000, 50, 10, 2800, 927558
1000000, 50, 10, 2800, 927457
1000000, 50, 10, 2800, 927369
1000000, 50, 10, 2800, 927756
1000000, 50, 10, 2800, 926932
1000000, 50, 10, 2800, 927394
1000000, 50, 10, 2800, 927835
1000000, 50, 10, 2800, 928809
1000000, 50, 10, 2900, 936221
1000000, 50, 10, 2900, 936403
1000000, 50, 10, 2900, 936306
1000000, 50, 10, 2900, 937008
1000000, 50, 10, 2900, 936332
1000000, 50, 10, 2900, 936221
1000000, 50, 10, 2900, 936248
1000000, 50, 10, 2900, 936574
1000000, 50, 10, 2900, 935771
1000000, 50, 10, 2900, 936746
1000000, 50, 10, 3000, 943717
1000000, 50, 10, 3000, 943571
1000000, 50, 10, 3000, 943705
1000000, 50, 10, 3000, 944607
1000000, 50, 10, 3000, 944217
1000000, 50, 10, 3000, 944475
1000000, 50, 10, 3000, 943839
1000000, 50, 10, 3000, 944279
1000000, 50, 10, 3000, 944168
1000000, 50, 10, 3000, 943999
1000000, 50, 10, 3100, 950965
1000000, 50, 10, 3100, 951047
1000000, 50, 10, 3100, 950699
1000000, 50, 10, 3100, 950846
1000000, 50, 10, 3100, 950487
1000000, 50, 10, 3100, 950573
1000000, 50, 10, 3100, 950392
1000000, 50, 10, 3100, 950622
1000000, 50, 10, 3100, 950339
1000000, 50, 10, 3100, 950253
1000000, 50, 10, 3200, 955951
1000000, 50, 10, 3200, 956349
1000000, 50, 10, 3200, 956451
