NumNodes,GroupSize,AvgDeg,InfRate,NumInfected
1000000, 10, 5, 0, 1
1000000, 10, 5, 0, 1
1000000, 10, 5, 0, 1
1000000, 10, 5, 0, 1
1000000, 10, 5, 0, 1
1000000, 10, 5, 0, 1
1000000, 10, 5, 0, 1
1000000, 10, 5, 0, 1
1000000, 10, 5, 0, 1
1000000, 10, 5, 0, 1
1000000, 10, 5, 100, 6
1000000, 10, 5, 100, 6
1000000, 10, 5, 100, 6
1000000, 10, 5, 100, 6
1000000, 10, 5, 100, 5
1000000, 10, 5, 100, 6
1000000, 10, 5, 100, 7
1000000, 10, 5, 100, 9
1000000, 10, 5, 100, 6
1000000, 10, 5, 100, 6
1000000, 10, 5, 200, 9
1000000, 10, 5, 200, 9
1000000, 10, 5, 200, 9
1000000, 10, 5, 200, 9
1000000, 10, 5, 200, 11
1000000, 10, 5, 200, 12
1000000, 10, 5, 200, 9
1000000, 10, 5, 200, 9
1000000, 10, 5, 200, 10
1000000, 10, 5, 200, 9
1000000, 10, 5, 300, 13
1000000, 10, 5, 300, 15
1000000, 10, 5, 300, 12
1000000, 10, 5, 300, 14
1000000, 10, 5, 300, 12
1000000, 10, 5, 300, 11
1000000, 10, 5, 300, 13
1000000, 10, 5, 300, 12
1000000, 10, 5, 300, 11
1000000, 10, 5, 300, 15
1000000, 10, 5, 400, 16
1000000, 10, 5, 400, 16
1000000, 10, 5, 400, 13
1000000, 10, 5, 400, 18
1000000, 10, 5, 400, 17
1000000, 10, 5, 400, 14
1000000, 10, 5, 400, 17
1000000, 10, 5, 400, 15
1000000, 10, 5, 400, 18
1000000, 10, 5, 400, 24
1000000, 10, 5, 500, 23
1000000, 10, 5, 500, 22
1000000, 10, 5, 500, 25
1000000, 10, 5, 500, 23
1000000, 10, 5, 500, 29
1000000, 10, 5, 500, 22
1000000, 10, 5, 500, 23
1000000, 10, 5, 500, 21
1000000, 10, 5, 500, 23
1000000, 10, 5, 500, 23
1000000, 10, 5, 600, 29
1000000, 10, 5, 600, 27
1000000, 10, 5, 600, 32
1000000, 10, 5, 600, 30
1000000, 10, 5, 600, 29
1000000, 10, 5, 600, 35
1000000, 10, 5, 600, 32
1000000, 10, 5, 600, 26
1000000, 10, 5, 600, 25
1000000, 10, 5, 600, 25
1000000, 10, 5, 700, 53
1000000, 10, 5, 700, 39
1000000, 10, 5, 700, 56
1000000, 10, 5, 700, 49
1000000, 10, 5, 700, 40
1000000, 10, 5, 700, 48
1000000, 10, 5, 700, 43
1000000, 10, 5, 700, 45
1000000, 10, 5, 700, 42
1000000, 10, 5, 700, 34
1000000, 10, 5, 800, 57
1000000, 10, 5, 800, 67
1000000, 10, 5, 800, 59
1000000, 10, 5, 800, 54
1000000, 10, 5, 800, 46
1000000, 10, 5, 800, 42
1000000, 10, 5, 800, 59
1000000, 10, 5, 800, 59
1000000, 10, 5, 800, 64
1000000, 10, 5, 800, 56
1000000, 10, 5, 900, 67
1000000, 10, 5, 900, 71
1000000, 10, 5, 900, 75
1000000, 10, 5, 900, 75
1000000, 10, 5, 900, 76
1000000, 10, 5, 900, 66
1000000, 10, 5, 900, 93
1000000, 10, 5, 900, 79
1000000, 10, 5, 900, 81
1000000, 10, 5, 900, 71
1000000, 10, 5, 1000, 143
1000000, 10, 5, 1000, 109
1000000, 10, 5, 1000, 177
1000000, 10, 5, 1000, 239
1000000, 10, 5, 1000, 166
1000000, 10, 5, 1000, 221
1000000, 10, 5, 1000, 112
1000000, 10, 5, 1000, 145
1000000, 10, 5, 1000, 133
1000000, 10, 5, 1000, 175
1000000, 10, 5, 1100, 218
1000000, 10, 5, 1100, 383
1000000, 10, 5, 1100, 219
1000000, 10, 5, 1100, 230
1000000, 10, 5, 1100, 277
1000000, 10, 5, 1100, 205
1000000, 10, 5, 1100, 222
1000000, 10, 5, 1100, 246
1000000, 10, 5, 1100, 283
1000000, 10, 5, 1100, 242
1000000, 10, 5, 1200, 478
1000000, 10, 5, 1200, 554
1000000, 10, 5, 1200, 653
1000000, 10, 5, 1200, 544
1000000, 10, 5, 1200, 579
1000000, 10, 5, 1200, 576
1000000, 10, 5, 1200, 465
1000000, 10, 5, 1200, 583
1000000, 10, 5, 1200, 846
1000000, 10, 5, 1200, 662
1000000, 10, 5, 1300, 2005
1000000, 10, 5, 1300, 3684
1000000, 10, 5, 1300, 2339
1000000, 10, 5, 1300, 2494
1000000, 10, 5, 1300, 6613
1000000, 10, 5, 1300, 2502
1000000, 10, 5, 1300, 3926
1000000, 10, 5, 1300, 3412
1000000, 10, 5, 1300, 3207
1000000, 10, 5, 1300, 1339
1000000, 10, 5, 1400, 63882
1000000, 10, 5, 1400, 62451
1000000, 10, 5, 1400, 68074
1000000, 10, 5, 1400, 68792
1000000, 10, 5, 1400, 54653
1000000, 10, 5, 1400, 58374
1000000, 10, 5, 1400, 63921
1000000, 10, 5, 1400, 69893
1000000, 10, 5, 1400, 56394
1000000, 10, 5, 1400, 58860
1000000, 10, 5, 1500, 134304
1000000, 10, 5, 1500, 131679
1000000, 10, 5, 1500, 132380
1000000, 10, 5, 1500, 133856
1000000, 10, 5, 1500, 133348
1000000, 10, 5, 1500, 128746
1000000, 10, 5, 1500, 128999
1000000, 10, 5, 1500, 132284
1000000, 10, 5, 1500, 128527
1000000, 10, 5, 1500, 129951
1000000, 10, 5, 1600, 191597
1000000, 10, 5, 1600, 190110
1000000, 10, 5, 1600, 190027
1000000, 10, 5, 1600, 188404
1000000, 10, 5, 1600, 190173
1000000, 10, 5, 1600, 189239
1000000, 10, 5, 1600, 190572
1000000, 10, 5, 1600, 190157
1000000, 10, 5, 1600, 189746
1000000, 10, 5, 1600, 187068
1000000, 10, 5, 1700, 238107
1000000, 10, 5, 1700, 240647
1000000, 10, 5, 1700, 243086
1000000, 10, 5, 1700, 239387
1000000, 10, 5, 1700, 240200
1000000, 10, 5, 1700, 238767
1000000, 10, 5, 1700, 241633
1000000, 10, 5, 1700, 240759
1000000, 10, 5, 1700, 240672
1000000, 10, 5, 1700, 238916
1000000, 10, 5, 1800, 283343
1000000, 10, 5, 1800, 281740
1000000, 10, 5, 1800, 284214
1000000, 10, 5, 1800, 281780
1000000, 10, 5, 1800, 284712
1000000, 10, 5, 1800, 284982
1000000, 10, 5, 1800, 285394
1000000, 10, 5, 1800, 282480
1000000, 10, 5, 1800, 284457
1000000, 10, 5, 1800, 283215
1000000, 10, 5, 1900, 322916
1000000, 10, 5, 1900, 320314
1000000, 10, 5, 1900, 322924
1000000, 10, 5, 1900, 322496
1000000, 10, 5, 1900, 322850
1000000, 10, 5, 1900, 324690
1000000, 10, 5, 1900, 322366
1000000, 10, 5, 1900, 323024
1000000, 10, 5, 1900, 323011
1000000, 10, 5, 1900, 322405
1000000, 10, 5, 2000, 357779
1000000, 10, 5, 2000, 356411
1000000, 10, 5, 2000, 356740
1000000, 10, 5, 2000, 358691
1000000, 10, 5, 2000, 359513
1000000, 10, 5, 2000, 356112
1000000, 10, 5, 2000, 357734
1000000, 10, 5, 2000, 355825
1000000, 10, 5, 2000, 358561
1000000, 10, 5, 2000, 358573
1000000, 10, 5, 2100, 389917
1000000, 10, 5, 2100, 388272
1000000, 10, 5, 2100, 388490
1000000, 10, 5, 2100, 389700
1000000, 10, 5, 2100, 388430
1000000, 10, 5, 2100, 387434
1000000, 10, 5, 2100, 389051
1000000, 10, 5, 2100, 389076
1000000, 10, 5, 2100, 388469
1000000, 10, 5, 2100, 387251
1000000, 10, 5, 2200, 417210
1000000, 10, 5, 2200, 415024
1000000, 10, 5, 2200, 417432
1000000, 10, 5, 2200, 415952
1000000, 10, 5, 2200, 417718
1000000, 10, 5, 2200, 417376
1000000, 10, 5, 2200, 415324
1000000, 10, 5, 2200, 417061
1000000, 10, 5, 2200, 417331
1000000, 10, 5, 2200, 416203
1000000, 10, 5, 2300, 440846
1000000, 10, 5, 2300, 441841
1000000, 10, 5, 2300, 442165
1000000, 10, 5, 2300, 441673
1000000, 10, 5, 2300, 443190
1000000, 10, 5, 2300, 442240
1000000, 10, 5, 2300, 442641
1000000, 10, 5, 2300, 442035
1000000, 10, 5, 2300, 441921
1000000, 10, 5, 2300, 441676
1000000, 10, 5, 2400, 465264
1000000, 10, 5, 2400, 463996
1000000, 10, 5, 2400, 463850
1000000, 10, 5, 2400, 464585
1000000, 10, 5, 2400, 464970
1000000, 10, 5, 2400, 463929
1000000, 10, 5, 2400, 464227
1000000, 10, 5, 2400, 465246
1000000, 10, 5, 2400, 466117
1000000, 10, 5, 2400, 463375
1000000, 10, 5, 2500, 485093
1000000, 10, 5, 2500, 485461
